,song_uri,key,mode,valence,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,duration_ms
67,1kLYMOFEzQX9PgdKB7VkSL,11,1,0.356,0.402,0.000299,0.741,0.0,0.203,-3.822,0.0411,127.835,5,256293
68,6IUiqtI8tE49sqGbmtrNd8,9,0,0.257,0.626,0.175,0.52,0.0,0.13,-8.077,0.0892,77.468,4,281293
69,4pFvEWbjBpPUdYRQly0THs,7,1,0.344,0.491,0.0307,0.703,5.72e-06,0.167,-4.5,0.0319,157.988,4,242480
70,7qje9qxLncMESiPeI27SAn,11,1,0.725,0.555,0.0845,0.713,0.0,0.712,-4.549,0.0911,79.934,4,240920
71,3WFswNYDLfjj9Cg0Y1sNyW,1,1,0.788,0.694,0.0895,0.825,1.86e-05,0.0618,-5.986,0.111,121.949,4,208067
72,3d8XPKVjyEMD57KoqfKRUu,0,1,0.158,0.272,0.00533,0.735,0.000648,0.122,-5.416,0.0459,137.173,4,231800
73,1Fo2N5iXRi37maMboaig7O,2,1,0.648,0.476,0.11,0.84,0.0,0.046,-2.259,0.058,156.254,4,177253
74,75vEuMA15pb8JmgrGugHEs,1,1,0.812,0.718,0.0525,0.588,0.0,0.0991,-4.192,0.0318,121.22,4,202627
75,1kMuU3TNQvHbqvXCWBodmP,3,0,0.463,0.376,0.0435,0.841,0.0,0.578,-4.348,0.356,76.052,4,271947
76,02eD9ymfJOJOhM97HYp5R9,5,1,0.206,0.525,0.578,0.3,8.3e-06,0.116,-8.005,0.0286,80.993,4,236627
77,4u26EevCNXMhlvE1xFBJwX,4,1,0.362,0.606,0.348,0.497,0.0,0.275,-6.611,0.0277,130.739,4,222773
78,5hYglDw2PSWoNKNF5AtZ9n,4,1,0.209,0.452,0.144,0.563,0.0,0.143,-6.607,0.0272,137.715,3,267653
79,4xInIiKipU1mtUogJ3ZdYr,1,1,0.121,0.588,0.508,0.684,0.0,0.141,-5.154,0.0288,85.997,4,224867
80,6VWRB1V6DPTbZfQE4CZgGk,1,1,0.771,0.619,0.188,0.68,0.0,0.0655,-7.492,0.049,119.009,4,208267
81,4gWTBq5Jftq5CEKYpLXD8R,5,1,0.309,0.434,0.0534,0.764,0.0,0.437,-3.45,0.0299,51.316,4,206413
82,13Rnkx5LTducp055zaD342,4,1,0.599,0.552,0.191,0.832,0.0,0.38,-3.579,0.0311,141.065,4,201933
83,61LtVmmkGr8P9I2tSPvdpf,11,1,0.512,0.846,0.2,0.438,9.43e-05,0.0939,-4.981,0.141,85.013,4,237480
84,1yK9LISg5uBOOW5bT2Wm0i,5,1,0.549,0.496,0.158,0.821,0.246,0.13,-5.155,0.112,110.977,5,249013
85,5UzU0qw21okODBNUnxptVo,7,1,0.948,0.879,0.186,0.567,0.0,0.622,-6.509,0.0588,112.473,4,193733
86,1CkvWZme3pRgbzaxZnTl5X,8,1,0.522,0.729,0.131,0.756,0.0,0.0527,-5.119,0.0294,104.945,4,228293
87,0IkKz2J93C94Ei4BvDop7P,5,0,0.359,0.75,0.0189,0.727,0.0,0.266,-4.21,0.142,129.993,4,262173
88,4lCv7b86sLynZbXhfScfm2,8,1,0.649,0.638,0.139,0.826,0.0,0.0803,-4.968,0.0479,124.072,4,227880
89,36ux3YuUsGTWPT8fXclS45,1,1,0.76,0.62,0.0181,0.869,0.0,0.369,-5.252,0.175,151.684,4,229573
90,4QNpBfC0zvjKqPJcyqBy9W,8,1,0.53,0.671,0.191,0.939,0.0,0.298,-3.206,0.161,129.024,4,252307
91,2tJulUYLDKOg9XrtVkMgcJ,2,0,0.245,0.704,0.148,0.558,0.0,0.107,-7.273,0.0542,110.444,4,222091
92,7AqISujIaWcY3h5zrOqt5v,0,1,0.772,0.696,0.134,0.875,0.0,0.159,-3.682,0.0649,127.39,4,222733
93,0tUVnDB0pM7xYGGgIKnyVf,11,1,0.583,0.766,0.0584,0.739,0.0121,0.405,-7.49,0.228,126.987,4,201253
94,7LcfRTgAVTs5pQGEQgUEzN,11,0,0.62,0.722,0.0111,0.758,0.0,0.308,-4.477,0.0471,128.047,4,201160
95,3JA9Jsuxr4xgHXEawAdCp4,0,0,0.262,0.659,0.186,0.628,0.0,0.105,-8.685,0.179,94.05,4,219427
96,3STTVKfJGTdhbg5aLppEzX,3,0,0.591,0.73,0.108,0.777,0.000467,0.069,-5.199,0.0479,130.0,4,284867
97,2u02eLj96Atd6TBxkH9YvN,1,1,0.833,0.766,0.0113,0.682,0.00016,0.104,-5.02,0.0419,127.966,4,243533
98,7w87IxuO7BDcJ3YUqCyMTT,5,0,0.965,0.733,0.145,0.71,0.115,0.0956,-5.849,0.0292,127.975,4,239600
99,455AfCsOhhLPRc68sE01D8,3,0,0.765,0.649,0.00125,0.815,4.31e-05,0.671,-3.796,0.0415,126.03,4,230747
100,7BqBn9nzAq8spo5e7cZ0dJ,5,1,0.424,0.635,0.0134,0.841,0.0,0.0622,-5.379,0.0422,109.021,4,220734
101,3rDFqo8yv93PtTmdOYOPzX,0,0,0.272,0.666,0.0277,0.877,1.15e-05,0.142,-4.657,0.0446,125.989,4,231653
102,4zzL7ATa95g88MwzuQ1v8G,7,1,0.648,0.697,0.00507,0.723,0.0,0.0284,-4.932,0.0796,122.014,4,203400
103,6r2BECwMgEoRb5yLfp0Hca,11,1,0.494,0.587,0.00327,0.828,0.0,0.331,-5.108,0.161,123.907,4,260253
104,3ueoTboomKEQpI3r9z47Kg,7,1,0.496,0.561,0.0418,0.653,0.0,0.347,-4.918,0.0349,91.961,4,213720
105,1pYKzfOlpHWtVUiEIu4Vn7,2,1,0.595,0.695,0.223,0.782,0.0,0.0773,-2.967,0.0629,99.992,4,263173
106,3hsmbFKT5Cujb5GQjqEU39,11,0,0.538,0.767,0.0339,0.677,5.51e-06,0.144,-6.128,0.184,146.155,4,222587
107,0x3TibRgnSqzkcwrqBd4iX,2,1,0.594,0.7,0.0369,0.598,0.0,0.111,-7.783,0.114,160.041,4,228453
108,4aX4Oycsk1fhHIee1zqsDe,11,1,0.272,0.644,0.000177,0.661,5.14e-06,0.108,-6.093,0.0418,154.001,4,240307
109,4kflIGfjdZJW4ot2ioixTB,9,1,0.285,0.559,0.892,0.33,0.0,0.0975,-8.251,0.0285,135.109,4,285040
110,5MDMFoTpN4ZIDUjNRt3AoN,6,1,0.652,0.643,0.103,0.629,0.0,0.107,-11.008,0.053,94.968,4,253080
111,1ExfPZEiahqhLyajhybFeS,8,0,0.955,0.794,0.3,0.711,0.0,0.0955,-5.124,0.0699,174.915,4,189109
112,38iU2jg98IZZEIJPrP7aWD,8,1,0.45,0.693,0.0228,0.705,0.0,0.202,-5.747,0.0665,131.951,4,237947
113,3RuyJMim9bt3uhbAPd38xJ,7,1,0.577,0.625,0.0388,0.856,0.0,0.163,-4.872,0.121,143.116,4,236667
114,0JNdS1n0ifOP25XvhwAMgM,9,1,0.361,0.581,0.000343,0.772,0.0191,0.11,-6.544,0.0401,127.952,4,320587
115,3LUWWox8YYykohBbHUrrxd,8,1,0.653,0.736,0.00987,0.817,0.00167,0.117,-4.9,0.0407,119.95,4,204760
116,3VP78k3jzm0Q5OM08E383k,2,0,0.574,0.685,0.0619,0.832,0.0,0.273,-4.548,0.0595,164.07,4,217667
117,2i0AUcEnsDm3dsqLrFWUCq,4,1,0.814,0.686,0.0764,0.783,0.0,0.163,-4.977,0.119,99.978,4,200467
118,3pYDZTJM2tVBUhIRifWVzI,11,0,0.812,0.753,0.00334,0.729,5.66e-05,0.073,-3.862,0.0392,120.013,4,219973
119,0pSIJCxYqZNIZBTAnIXOkv,0,1,0.124,0.45,0.336,0.66,0.0,0.122,-8.929,0.383,180.516,4,303813
120,4u26EevCNXMhlvE1xFBJwX,4,1,0.362,0.606,0.348,0.497,0.0,0.275,-6.611,0.0277,130.739,4,222773
121,0qOnSQQF0yzuPWsXrQ9paz,9,1,0.796,0.646,0.0319,0.795,0.0,0.267,-3.293,0.0976,89.99,4,210960
122,7vWFaMq63AwkFDhS2OAg5u,6,0,0.436,0.816,0.0662,0.813,2.77e-06,0.602,-7.798,0.0664,127.979,4,307640
123,6Iocm6VMu6bVNYwiDoyQFW,7,1,0.232,0.392,0.158,0.839,0.0,0.3,-1.921,0.193,168.001,4,238693
124,3rfhI32Il2hVRKDkuGeeen,10,0,0.762,0.595,0.0434,0.912,0.0,0.259,-3.428,0.0884,128.024,4,234453
125,6jAsmDJI8iPhGWtS27kZ67,11,0,0.595,0.786,0.102,0.716,1.72e-05,0.0557,-4.253,0.0409,125.921,4,235520
126,7gdGdDgpCDy2kACTqvXbYa,2,1,0.591,0.454,0.000821,0.746,0.0,0.311,-5.499,0.274,83.509,4,248587
127,2nRvKHh2mtOfIQ4jcAkP9q,1,1,0.332,0.593,0.446,0.639,0.0,0.0998,-5.826,0.0307,142.881,4,218840
128,2qYsSHsYkihWx043HVJQRV,2,1,0.635,0.68,0.347,0.741,1.87e-06,0.117,-5.055,0.0357,127.024,4,229400
129,1DqdF42leyFIzqNDv9CjId,4,1,0.818,0.754,0.00332,0.804,0.0,0.0329,-3.177,0.0853,119.968,4,203867
130,70Wb2xKOAOte8iNkBpezQs,1,1,0.342,0.668,0.00419,0.651,0.0,0.314,-5.407,0.0345,131.507,4,263467
131,5cCAZS9VhLGEDV4NCfieeg,5,1,0.787,0.696,0.00379,0.546,3.8e-06,0.332,-6.55,0.0414,130.002,4,210267
132,4Fmwzj3lxLrIVsLyEt4p8G,11,0,0.416,0.418,0.0441,0.797,2.56e-06,0.626,-3.521,0.314,149.834,4,296160
133,16Of7eeW44kt0a1M0nitHM,7,0,0.748,0.668,0.0191,0.857,6.71e-06,0.0385,-2.944,0.0535,131.959,4,215693
134,391kBVgWlD59gWONz2IRWF,11,0,0.705,0.698,0.000363,0.888,0.0,0.0915,-3.218,0.046,129.932,4,241667
135,3NnYi2wpHKdTAuc7BbQapx,11,1,0.364,0.502,0.384,0.884,0.0,0.213,-3.835,0.366,130.534,5,279307
136,3G1Na74xxuAhiWLyXDPCFN,7,0,0.483,0.586,0.0951,0.945,3.36e-06,0.397,-4.577,0.431,155.953,4,283733
137,3ZdJffjzJWFimSQyxgGIxN,1,1,0.103,0.531,0.0421,0.752,0.0,0.12,-6.161,0.0305,89.917,4,237800
138,4Cv5dkUBqepa0siwGREihD,9,0,0.264,0.735,0.18,0.679,0.000198,0.0766,-5.588,0.0431,140.858,4,231173
139,1aklRy3btsbucImSXvR2SY,9,1,0.341,0.781,0.0392,0.787,0.0127,0.0745,-5.358,0.0383,127.038,4,248667
140,0HZhYMZOcUzZKSFwPOti6m,3,1,0.0886,0.349,0.726,0.348,0.0,0.12,-6.142,0.0316,74.541,4,246587
141,7CELQKrSCYpEi9OXWCBDek,3,1,0.582,0.516,0.0454,0.794,0.0,0.157,-5.503,0.259,125.352,5,227773
142,0obBFrPYkSoBJbvHfUIhkv,7,1,0.795,0.707,0.1,0.861,0.0,0.191,-4.225,0.316,130.021,4,199480
143,45sDIKapDyxPl307QpEAwl,4,0,0.357,0.664,0.181,0.845,0.0,0.267,-6.115,0.0461,96.005,4,211253
144,7zbDSQelDmlaEhUDnLMViZ,1,1,0.243,0.547,0.0632,0.794,4.88e-05,0.196,-3.28,0.0596,142.138,4,299600
145,7Dyq1bhhjknLKEGg4k5NLr,0,0,0.389,0.648,0.0103,0.722,0.0,0.24,-4.813,0.0427,132.973,4,228827
146,4gblNTn2ItdcZNntlrU2Up,4,0,0.504,0.62,0.000517,0.839,0.0,0.234,-5.813,0.0726,118.983,4,229480
147,2z4U9d5OAA4YLNXoCgioxo,6,0,0.877,0.578,0.00472,0.926,0.0127,0.14,-3.689,0.0548,149.976,4,220707
148,5e0dZqrrTaoj6AIL7VjnBM,7,1,0.295,0.619,0.0526,0.971,0.0,0.196,-3.045,0.13,122.552,5,207600
149,2IpGdrWvIZipmaxo1YRxw5,1,1,0.329,0.845,0.0205,0.601,0.0,0.385,-5.283,0.161,74.008,4,242013
150,4356Typ82hUiFAynbLYbPn,7,0,0.654,0.663,0.0338,0.861,0.0,0.082,-3.398,0.109,119.963,4,220800
151,09ZcYBGFX16X8GMDrvqQwt,9,1,0.358,0.396,0.0328,0.629,0.0,0.183,-4.78,0.0287,173.794,4,252853
152,0gY2iq0xJPRoIB1PScKSw4,4,1,0.723,0.481,0.00167,0.849,1.49e-06,0.121,-5.131,0.0385,205.57,4,210720
153,7CZiLgkiVHhFcDkI2Y4lZ4,11,1,0.152,0.445,0.129,0.631,0.0,0.0911,-4.798,0.0304,143.846,4,256440
154,6qn9YLKt13AGvpq9jfO8py,1,1,0.6,0.734,0.025,0.766,0.00138,0.108,-4.485,0.0383,127.986,4,215227
155,2Adn2LNgkHMH5TelQVAu4n,11,0,0.9,0.666,0.203,0.87,0.0,0.0851,-5.004,0.246,160.014,4,243920
156,6rkAY9rk1NTFB94QxG3LJR,2,1,0.514,0.518,0.075,0.709,0.0,0.0935,-5.234,0.0476,127.083,4,307347
157,4DvhkX2ic4zWkQeWMwQ2qf,3,1,0.778,0.435,0.00676,0.837,0.0,0.117,-8.126,0.449,124.913,4,216893
158,1tAutlhI9FwnKn7fVgmd5P,2,1,0.402,0.608,0.227,0.614,3.82e-06,0.157,-3.727,0.0285,127.885,4,208133
159,3DrjZArsPsoqbLzUZZV1Id,2,1,0.286,0.529,0.117,0.67,0.0,0.334,-4.663,0.0303,141.893,4,293027
160,55qBw1900pZKfXJ6Q9A2Lc,10,1,0.605,0.719,0.0132,0.804,3.02e-06,0.139,-4.581,0.0355,119.999,4,227760
161,1nVLAEzhBXMJLR5zAl90Nl,4,1,0.257,0.366,0.000415,0.651,0.00526,0.271,-3.842,0.031,151.343,3,200707
162,46MDLc0Yip6xCMSsdePOAU,9,1,0.727,0.576,0.0182,0.912,0.0,0.293,-3.623,0.0403,79.981,4,261747
163,3TcL0dyCMyr0kyTTc4NLgI,4,1,0.744,0.682,0.0843,0.927,0.0,0.149,-2.915,0.0479,101.019,4,195613
164,3ts6xK5GzfMAAriT9AIBmP,4,1,0.812,0.599,0.202,0.807,0.0,0.196,-4.679,0.0402,172.017,4,167427
165,1yEwEiTpsaPhQi9lb5EVV4,8,1,0.61,0.715,0.432,0.584,1.41e-06,0.095,-8.231,0.0296,90.987,4,203173
166,0yD66650JxhqKbW76C2qCo,2,1,0.671,0.645,0.0293,0.904,0.0,0.0834,-4.532,0.0462,105.97,4,225560
167,4ABua0yuWcpTotImEEJTaw,5,1,0.288,0.485,0.0603,0.726,1.75e-05,0.225,-4.2,0.0327,140.781,4,271907
168,1pbHy9VBpSyZh56xuujZz0,8,1,0.442,0.736,0.00358,0.823,0.000914,0.33,-4.231,0.0675,124.954,4,226227
169,7rij5lv1xpJ3WVbz68pfcj,7,1,0.785,0.615,0.0792,0.917,0.0,0.606,-3.509,0.147,125.063,4,224107
170,7hfmDgabHGV3SNHDUwWlvu,6,0,0.422,0.636,0.37,0.548,0.000525,0.0918,-7.178,0.089,152.05,4,236000
171,3lBRNqXjPp2j3JMTCXDTNO,6,1,0.297,0.545,0.143,0.649,1.57e-05,0.0894,-4.062,0.0324,99.099,4,253747
172,1r3myKmjWoOqRip99CmSj1,2,0,0.637,0.671,0.02,0.808,0.0,0.134,-4.861,0.0652,121.956,4,206080
173,3qF8WFK1OfJHA0XGBshEQc,0,0,0.536,0.656,0.037,0.863,0.0,0.0989,-3.238,0.0412,129.847,4,213480
174,3dhvQUA0NyrAea4vQ7X6Gn,2,1,0.619,0.634,0.0341,0.716,0.0,0.0877,-6.502,0.128,91.039,4,248107
175,7B6m8tHAYZsOKOKMU5SR2n,3,1,0.918,0.581,0.183,0.856,0.0,0.0871,-4.0,0.0783,169.902,4,209427
176,6jg5SRvdGxvJ0DzNV0UqEK,4,0,0.657,0.699,0.00296,0.882,0.0544,0.13,-3.896,0.0311,120.016,4,196813
177,0JXXNGljqupsJaZsgSbMZV,11,0,0.498,0.684,0.0267,0.607,0.000307,0.191,-8.127,0.1,81.001,4,195373
178,5mvKuE9Lf9ARVXVXA32kK9,5,1,0.685,0.638,0.0281,0.831,3.06e-06,0.277,-3.944,0.182,175.038,4,223053
179,0w9LJae3sVlZlH2CnxTInF,2,1,0.543,0.483,0.00481,0.844,7.29e-05,0.405,-5.043,0.0314,151.977,4,229533
180,1WH1mGKDXbvV3EApLMOaXn,8,1,0.108,0.418,0.000123,0.822,0.0,0.266,-5.06,0.0545,98.936,5,305840
181,2TAcwD5KcV9uY3O1tLGV15,8,1,0.613,0.485,0.039,0.701,0.0,0.0977,-3.807,0.0288,151.948,4,184920
182,1fBl642IhJOE5U319Gy2Go,5,1,0.74,0.482,0.000346,0.833,0.0,0.365,-5.611,0.0449,148.039,4,212293
183,1t2hJFgJyUPD2crOafMUEk,6,1,0.35,0.691,0.437,0.454,0.00227,0.0783,-9.13,0.0256,135.839,4,242840
184,1M2l9ReoabUnvl6Y8jLUe7,3,1,0.199,0.667,0.458,0.381,0.0,0.116,-7.494,0.0294,135.979,4,273893
185,6Uj0DygqlzJqduyny4lMA6,8,1,0.361,0.365,0.106,0.792,0.0,0.191,-5.479,0.217,80.09,4,255160
186,4wCmqSrbyCgxEXROQE6vtV,0,1,0.72,0.864,0.591,0.495,0.000133,0.0992,-7.036,0.037,129.062,4,244973
187,3ehrxAhYms24KLPG8FZe0W,10,1,0.735,0.378,0.02,0.638,7.66e-05,0.0849,-5.576,0.075,184.086,4,250627
188,5Z7ygHQo02SUrFmcgpwsKW,5,0,0.45,0.624,0.101,0.889,0.0,0.227,-3.772,0.0504,127.019,4,233688
189,6D60klaHqbCl9ySc8VcRss,0,1,0.684,0.562,0.046,0.939,0.0,0.112,-4.282,0.0475,116.044,4,221947
190,1LbhI0PgXF5kyJEE88xoUU,11,0,0.696,0.757,0.117,0.717,0.0,0.247,-2.36,0.0761,125.041,4,210813
191,49ySwzAyvxcNXOkOP6ZB1L,1,1,0.353,0.774,0.000146,0.431,1.99e-05,0.112,-8.407,0.346,201.843,4,181400
