,song_uri,key,mode,valence,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,duration_ms
187,5KW5exONmWLybCyc8ogMCn,4,1,0.725,0.684,0.179,0.856,0.0,0.381,-5.424,0.0325,119.961,4,224040
188,3voxsfqnGr9V74jkkzPhXC,4,0,0.774,0.848,0.0326,0.838,4.63e-06,0.124,-11.949,0.0723,97.735,4,271067
189,3tyTt5pEWblt96j1HsXiV5,5,1,0.93,0.677,0.225,0.852,3.95e-05,0.0595,-10.856,0.045,91.691,4,390862
190,25YKAZ3ZbLRbjg2JqsdatF,7,1,0.411,0.515,0.268,0.562,0.0,0.169,-9.371,0.0286,84.807,4,226867
191,20ILzFYZNeTS94WefFpw0J,5,1,0.317,0.363,0.0661,0.528,0.0,0.334,-10.08,0.0305,182.21,4,252867
192,2iXqaccRqW6vqvqqBgOuug,11,0,0.973,0.899,0.0756,0.451,3.22e-05,0.044,-14.009,0.0511,121.575,4,232267
193,53Ttk5sOEtlJvOZmv16aQn,9,1,0.777,0.654,0.155,0.837,0.0,0.113,-6.121,0.0456,116.003,4,238013
194,4er8NyQ8cFnZ2b643Tjc44,9,1,0.814,0.491,0.00361,0.87,0.126,0.184,-5.99,0.0308,124.444,4,224800
195,3ZxhEGcEmCuwyBzwqCa7oW,5,0,0.55,0.561,0.0343,0.579,0.0,0.0673,-6.022,0.0243,74.822,3,349135
196,7MCNnnmwm7TXMh7xyNGohi,1,1,0.616,0.933,0.00471,0.664,0.0,0.0908,-11.281,0.311,128.467,4,262827
197,27AHAtAirQapVldIm4c9ZX,2,1,0.481,0.749,0.000501,0.745,0.00403,0.333,-10.625,0.164,101.972,4,195107
198,0oKtaLvAcLN1ayWxU3jub6,3,1,0.225,0.531,0.648,0.297,0.0,0.2,-12.742,0.0266,95.972,4,219147
199,1zTuB57LYZa7xu7KUH8kF0,11,0,0.9,0.679,0.0913,0.597,0.000673,0.0487,-8.601,0.0439,184.174,4,315040
200,7utRJ4BeYx85khzP3lKoBX,9,1,0.312,0.498,0.835,0.242,0.536,0.133,-12.238,0.0257,153.744,4,271760
201,3R97rNX7JnmshCWBwOSFet,8,1,0.461,0.767,0.0318,0.839,9.31e-06,0.111,-5.519,0.0613,98.055,4,281613
202,3d9DChrdc6BOeFsbrZ3Is0,4,1,0.458,0.559,0.0576,0.345,0.000105,0.141,-13.496,0.0459,84.581,4,264307
203,4XmsMIMjvDIFEjeY3ycMzW,2,1,0.797,0.807,0.0346,0.75,0.000179,0.149,-8.29,0.0315,106.389,4,211493
204,5AoBNJQDXXEnIJGjJjZu3y,1,1,0.732,0.717,0.0194,0.642,0.000249,0.043,-10.727,0.0287,105.894,4,327427
205,69mFxANpGyq9s69LqH3d9G,5,0,0.751,0.722,0.00955,0.842,8.45e-06,0.178,-8.745,0.126,93.954,4,257973
206,3Mmt6Xk0H6VR92PEp6x3hP,4,1,0.45,0.688,0.286,0.375,0.0,0.133,-9.601,0.0535,83.635,4,210480
207,2WElktskrNJEwgpp5Vouxk,11,0,0.836,0.683,4.91e-05,0.739,0.0122,0.293,-12.831,0.0495,122.113,4,170467
208,2Cy7QY8HPLk925AyNAt6OG,4,1,0.96,0.741,0.0814,0.894,0.0527,0.089,-3.826,0.0496,114.879,4,202853
209,3DoblTreF2YRCXnwROcAbS,9,1,0.966,0.79,0.0564,0.563,1.44e-06,0.12,-10.247,0.0305,121.772,4,203373
210,2exGHTlYAUQ5UX4e7Uqc79,5,1,0.284,0.404,0.687,0.498,0.0,0.725,-9.855,0.0338,81.951,4,282373
211,53968oKecrFxkErocab2Al,11,1,0.221,0.197,0.0165,0.629,0.279,0.125,-9.291,0.03,79.495,4,537507
212,0hKF8N8aflF1uDzEEnPr2j,5,1,0.841,0.683,0.0681,0.751,8.36e-06,0.248,-10.184,0.0346,103.036,4,266560
213,4jnFqNWeJCeCRHc4HCdxfd,5,0,0.795,0.831,0.153,0.921,0.00224,0.305,-2.383,0.0582,108.002,4,239227
214,2WpCr1ls4bjL54NAcN5DAA,11,0,0.876,0.761,0.00459,0.718,5.95e-06,0.0333,-10.279,0.0366,120.12,4,249067
215,637V2ymBt4Ljlbz4EmRys8,7,0,0.0706,0.499,0.754,0.308,0.000943,0.124,-11.692,0.0264,75.91,4,310267
216,3CUV8wsoTTKznGpEovrnZw,10,1,0.267,0.561,0.329,0.442,0.0,0.24,-10.687,0.0243,82.996,4,267600
217,0ikbcCJIJaY9sKEivAXJ4I,10,1,0.181,0.478,0.591,0.533,0.00704,0.139,-11.048,0.0404,162.369,4,266560
218,2oTDOIAdsxPTE7yAp4YOcv,4,0,0.818,0.854,0.0113,0.71,8.72e-05,0.166,-6.32,0.0793,106.894,4,214947
219,4mfyehYgUP2V8jsjW9UzYj,7,1,0.288,0.549,0.0532,0.547,0.321,0.0655,-10.119,0.0328,81.05,4,285267
220,0q90594hk25yo0xZmBTqCd,0,1,0.253,0.432,0.501,0.551,1.77e-06,0.472,-8.096,0.0289,136.465,4,346960
221,2sm3HfTCt3O6R6qUc5f6xb,5,0,0.285,0.642,0.492,0.448,1.68e-05,0.0646,-10.417,0.0259,137.832,4,295347
222,6vubJBI43jIr557lvNbzlH,7,1,0.227,0.46,0.128,0.437,0.0,0.025,-10.587,0.0304,172.382,4,234360
223,4htbAEZWr53J08x3dUv00W,9,0,0.705,0.496,0.306,0.298,1.72e-06,0.0875,-10.175,0.0405,203.824,3,235707
224,4nAerUqEeGCmVFsnpMTBAP,11,0,0.65,0.745,0.0783,0.905,0.0,0.105,-8.221,0.0817,106.628,4,257907
225,63uR29DnkNPUiorL30cHnj,7,1,0.84,0.609,0.223,0.57,0.0,0.366,-14.773,0.0912,172.095,4,276267
226,1f3yAtsJtY87CTmM8RLnxf,1,1,0.72,0.502,2.55e-05,0.912,0.000173,0.106,-4.556,0.0564,116.761,4,301920
227,52t5L70Ap9iHYSbIJ0jZFM,1,1,0.613,0.71,0.00202,0.797,0.127,0.0395,-7.152,0.0401,110.214,4,378360
228,7kmfQ2QHwGqRCxVHDv5mzo,11,0,0.539,0.546,0.22,0.781,1.51e-05,0.363,-9.439,0.0506,95.032,4,323267
229,0IhHkW1fnUSMEcLSHmKhrJ,6,1,0.512,0.609,0.0233,0.551,0.0,0.234,-7.93,0.0291,127.956,4,256040
230,5kVSEpbyuLIVuPM1i2KivC,10,0,0.712,0.674,0.00265,0.707,0.00213,0.352,-10.799,0.0343,104.855,4,336560
231,7DgjLTqVb8OCtWaqYozFB9,4,1,0.294,0.3,0.915,0.225,0.0,0.159,-11.079,0.0264,87.698,4,168530
232,0PAGmTNpVASXq2tegMxSOs,10,1,0.979,0.782,0.0637,0.96,0.0,0.0788,-4.047,0.0347,120.682,4,296986
233,1AhDOtG9vPSOmsWgNW0BEY,0,0,0.224,0.414,0.271,0.404,0.0,0.3,-9.928,0.0499,71.105,4,354320
234,5K8qwhQQSAj9ebIvlNJY8q,1,0,0.674,0.815,0.0284,0.851,0.0,0.343,-3.667,0.178,99.915,4,272707
235,3E5wSWxUUUfIbZfYtL0h1A,7,1,0.636,0.719,0.0592,0.918,0.000112,0.169,-5.173,0.0532,120.376,4,276573
236,5UVcgBRW78CCcKCopEGAST,2,0,0.752,0.811,0.00657,0.531,0.0285,0.0801,-8.537,0.0355,107.853,4,307000
237,3YpkVhRNeKVaSXUaG2TKs9,10,1,0.284,0.421,0.0353,0.646,0.0016,0.166,-7.86,0.0278,76.144,4,351387
238,3rcNGUOJ0mPOUcAFUlEyT3,5,0,0.482,0.795,0.00118,0.705,0.00658,0.136,-8.552,0.0715,100.025,4,235800
239,7u44eEBhSbO7J5DWIApQIg,8,1,0.163,0.506,0.526,0.597,0.000278,0.065,-7.336,0.0371,96.603,4,227360
240,4ZnKSrukEcPuMxGrcZEEh1,1,1,0.668,0.853,0.0394,0.884,6.83e-06,0.0313,-6.771,0.0836,124.542,4,333624
241,41DTJjf2ZT7dTuZOKBNKbb,8,1,0.594,0.725,0.0437,0.954,0.0857,0.132,-7.234,0.0375,120.248,4,373600
242,0v6Pti6FvAHik2wBRIcelI,7,0,0.588,0.657,0.103,0.565,1.22e-06,0.0479,-8.823,0.0436,137.142,4,356788
243,2PeP9g0AZq7KoLoeN9n9QY,5,0,0.686,0.696,0.212,0.829,0.00542,0.136,-9.0,0.046,97.086,4,240707
244,3xRbymJj98leHL7K8Y94WS,1,1,0.751,0.525,0.00847,0.811,0.0,0.266,-6.148,0.0602,199.977,4,276573
245,6FBlxkA9VKafooUNAi4W3p,1,1,0.343,0.543,0.256,0.266,0.00093,0.0993,-18.813,0.0443,79.992,4,250693
246,2GwDKcTJlvoRDaJXkA7ULJ,5,1,0.863,0.594,0.329,0.883,8.33e-05,0.276,-4.279,0.0451,89.997,4,239493
247,2GHYJ0dhVds3PODKnTdiGE,5,1,0.622,0.6,0.0558,0.811,6.82e-06,0.109,-7.693,0.0788,124.303,4,196116
248,3ascnOSOR5MX901ylGuhcl,1,1,0.243,0.476,0.2,0.363,0.0,0.055,-10.706,0.0296,164.555,3,231067
249,7safX55XidhznxK5eDdDm5,3,1,0.88,0.916,0.432,0.523,1.13e-05,0.0488,-9.733,0.0521,107.564,4,241360
250,6aILdORvFPD0mO7y5q8O1t,7,0,0.63,0.674,0.176,0.546,0.0045,0.0672,-11.461,0.0262,124.846,4,316733
251,7FOZKzyMlqKMOua5aehMUa,8,1,0.718,0.674,0.00176,0.667,0.00561,0.105,-8.004,0.0295,99.79,4,243587
252,4KjPPpRbthW8dSNdisR2Wi,1,1,0.756,0.659,0.0211,0.893,0.308,0.72,-8.324,0.076,98.262,4,224933
253,2QVHmiFTjFsHyxONRdbkcq,9,1,0.526,0.404,0.281,0.51,6.32e-06,0.0789,-11.353,0.0321,80.643,4,227267
254,3PKtemUKxiDBvBo7tpQ8bG,0,1,0.357,0.511,0.256,0.536,0.00265,0.122,-8.661,0.0302,90.358,4,276187
255,5Rg4i5SEzUXAiztaIwG3Qd,6,1,0.655,0.766,0.00291,0.712,0.0201,0.226,-12.111,0.0427,104.974,4,270838
256,4zRl3lAyZOVcJgHwZTpH17,5,0,0.27,0.458,0.607,0.363,0.0144,0.0744,-12.521,0.0301,172.047,4,278000
257,5LLRxnEQAbnQNzLK0mAC2R,1,1,0.801,0.673,0.261,0.888,0.000134,0.234,-7.056,0.0364,110.772,4,275467
258,7B3UAPLYAbwXVgbHSKEaTw,6,0,0.121,0.463,0.643,0.4,2.46e-05,0.131,-9.999,0.0308,77.314,4,249240
259,4Gv46S98aguDKuKTrbRBus,1,1,0.763,0.865,0.0411,0.778,0.0,0.303,-10.05,0.249,103.008,4,248333
260,5Fy40smNxk0j5OpFMtvfaU,11,0,0.606,0.877,0.117,0.781,0.000746,0.149,-3.775,0.0691,110.494,4,390573
261,6JvodgYcsthsORxPsEYUoe,1,1,0.874,0.839,0.0126,0.508,3.06e-05,0.0928,-12.359,0.219,80.014,4,206893
262,2nHajACLqGsbctpe3Rafh3,4,0,0.308,0.678,0.456,0.71,4.14e-05,0.0535,-4.443,0.0305,104.011,4,395653
263,2U25Ne3teRZLF1wsRnjcfW,8,0,0.271,0.767,0.166,0.356,0.309,0.101,-15.502,0.106,105.404,4,307267
264,6z47lCY4NaxMzhGuh7mnEK,7,1,0.447,0.5,0.0845,0.594,2.91e-06,0.143,-9.38,0.0283,128.081,4,371200
265,20CNpCKq1oTdvekXaboyeq,0,0,0.514,0.526,0.00126,0.763,6.75e-05,0.359,-12.663,0.0341,136.205,4,215160
266,0l37J5l4eJfIdd7cea1Cl5,1,1,0.775,0.516,0.0117,0.783,1.08e-06,0.142,-7.895,0.0646,122.603,4,260507
267,1uhsVQi7IADIxZXN1xJnk5,6,0,0.261,0.524,0.574,0.544,0.0,0.236,-9.059,0.0337,147.674,4,281840
268,0LJKGUTtdzcLW9ZcUxkRXR,4,1,0.568,0.439,0.0569,0.746,0.0,0.097,-8.159,0.03,174.403,4,348467
269,5iEDwEp82uLN3X6llJdqen,9,0,0.759,0.794,0.251,0.756,0.000611,0.122,-11.331,0.0343,124.25,4,225867
270,46jqxETXUwgLRsoMGuwFLa,11,0,0.842,0.912,0.0333,0.582,0.0,0.0572,-9.408,0.271,119.996,4,239040
271,28jxOSSr6Ou0nOwO9yyrlZ,7,1,0.318,0.618,0.115,0.644,0.0,0.136,-7.343,0.0269,95.012,4,273560
272,2TVWQ8xDTLvjimMSqW3F96,9,1,0.323,0.7,0.000166,0.476,0.000791,0.0823,-9.195,0.0512,201.77,4,304360
273,7rJXvz9zXQr9YYdYzeXe7U,6,1,0.78,0.749,0.0853,0.874,2.66e-06,0.0414,-3.981,0.0332,117.776,4,262200
274,0nf9RjoFTcOzTIXtmzhRuH,4,1,0.735,0.497,0.0489,0.726,8.99e-06,0.049,-8.335,0.0272,136.792,4,324027
275,1aHCn2d62m0Gghu0nLeaw3,0,1,0.551,0.612,0.00142,0.694,0.0012,0.0749,-8.277,0.026,115.53,4,250667
276,1yJWqYYDQge60nZKdLyiZU,6,1,0.241,0.396,0.00288,0.612,4.71e-05,0.233,-8.039,0.0277,146.759,4,239867
277,2BDRHFw5170t2kRHD3uEMU,0,0,0.838,0.731,0.0596,0.707,0.00654,0.264,-9.79,0.0769,200.306,4,271400
278,3F2We6fYbrFOsmPrJrFUE6,2,1,0.643,0.722,0.151,0.661,0.0,0.233,-8.236,0.0844,126.007,4,228763
279,22sTMbJk27SLWMtsdYLt4u,0,1,0.833,0.76,0.106,0.793,0.000433,0.0517,-5.528,0.0791,95.056,4,269973
280,7E81YAfHOaSlnevLjKMghT,10,0,0.515,0.628,0.00276,0.953,0.0132,0.427,-4.989,0.0626,111.134,4,228372
281,03GzYByXsXHcoEAxjsWv9G,6,0,0.941,0.783,0.00525,0.885,0.752,0.0435,-7.747,0.0648,92.042,4,265667
282,63PIgPkDf3rswlU4ZWCYAM,10,0,0.626,0.744,0.0267,0.851,0.00738,0.0989,-10.108,0.049,105.882,4,293600
283,5OI4XbIHmAGDNnmP01sD82,6,0,0.271,0.587,0.21,0.326,1e-05,0.133,-11.204,0.0242,90.821,4,322533
284,21MLFi0ISlqDBp7DQHPi7p,11,0,0.718,0.547,0.473,0.538,0.0,0.0369,-11.39,0.0567,202.409,4,279600
285,367dmPOxuMP8FsrZHenNnq,9,1,0.293,0.544,0.258,0.699,0.0,0.144,-4.148,0.0341,141.844,4,257293
286,0GMFC1osUTm2qKycgHdwWD,9,1,0.672,0.72,0.115,0.478,2.27e-05,0.104,-11.074,0.0239,97.073,4,409360
287,2vG1yrWSMiL6egg6w4e9ma,7,1,0.809,0.765,0.0894,0.831,0.0,0.393,-6.522,0.0565,100.026,4,293106
288,5DcIkTnThkzh1fTnF6juFx,11,0,0.738,0.667,0.0371,0.899,4.12e-06,0.541,-7.084,0.0809,101.477,4,246373
289,7mqqMOgnRE50GOJFPxRF8x,0,1,0.207,0.508,0.483,0.362,0.0,0.0996,-9.369,0.0349,168.586,4,265307
290,76crWZqaiFzlTPGzNtT4w1,0,1,0.336,0.513,0.0329,0.658,9.3e-05,0.0805,-6.432,0.0277,177.625,4,300560
291,1Z1BvDuDYOaQaQtoeCDSuA,0,1,0.764,0.669,0.000172,0.644,0.00585,0.356,-10.47,0.0302,120.012,4,328800
292,0LoH6lFQLNscy3RyljAewK,5,1,0.526,0.564,0.0109,0.888,6.68e-05,0.177,-6.763,0.0325,91.989,4,295957
293,3HCzj965m8Fz2E8wZkir6q,5,0,0.597,0.755,0.115,0.459,0.0,0.0851,-12.84,0.358,98.454,4,221400
294,69uJi5QsBtqlYkGURTBli8,7,0,0.113,0.588,0.846,0.149,9.65e-05,0.236,-16.728,0.0319,124.689,4,332960
295,4eHbdreAnSOrDDsFfc4Fpm,4,1,0.11,0.332,0.845,0.214,5.62e-06,0.0839,-12.518,0.0349,67.531,4,271093
296,2kuEw4BpnUVzBll8DkvvB6,4,0,0.518,0.822,0.00866,0.5,0.0,0.264,-11.401,0.104,129.45,4,218987
297,7aR1QwbQa26sjDXiVMLik4,2,1,0.825,0.637,0.0393,0.837,0.00294,0.139,-8.605,0.0363,172.455,4,208827
298,29rQJydAlO0uMyWvRIZxQg,5,1,0.582,0.703,0.302,0.7,0.471,0.0718,-6.789,0.0693,97.675,4,265107
299,5CdJveJgiGXoGwDFqF6afp,4,0,0.725,0.697,0.0295,0.608,0.0,0.276,-10.976,0.0463,133.879,4,274533
300,5mbODTX3uNkpNk0d76wG60,5,1,0.57,0.689,0.0601,0.603,0.0,0.0611,-9.43,0.0384,127.559,4,292240
301,1jCsCYgzQQHk3bDJDuFbNi,6,1,0.42,0.402,0.758,0.205,0.0,0.147,-11.232,0.038,143.994,4,189027
302,7B46V9G3rBQryzZVtAaWAR,5,1,0.759,0.698,0.191,0.715,0.0,0.176,-6.188,0.0357,100.665,4,233733
303,4dY4JVC0Q9CwpeZ6JAclIc,5,0,0.233,0.888,0.0025,0.822,0.0197,0.303,-6.843,0.219,102.753,4,312360
304,2LjiPAQOVazT8sRyXL3XRs,6,0,0.483,0.763,0.0984,0.742,0.0,0.38,-10.975,0.188,98.145,4,268910
305,5mCaES3XyZHLN3vkUpxrjv,11,0,0.654,0.756,0.000763,0.722,0.0,0.157,-7.479,0.281,94.612,4,238413
306,16dbGMVeJg15mLFktHX5LJ,9,1,0.211,0.517,0.783,0.218,0.0,0.137,-13.662,0.0381,78.118,4,169493
307,7tsRp7QKUBp6hc9bth0h7x,10,0,0.881,0.831,0.147,0.915,0.00571,0.196,-7.501,0.128,102.979,4,216373
308,2LP2NrdZlsabtHT0GUCwUa,1,0,0.603,0.734,0.152,0.583,0.0,0.0472,-10.652,0.126,128.122,4,327693
309,5hIljtQ1fRvDRc1aHdhwWK,1,1,0.27,0.377,0.631,0.315,0.0,0.946,-12.641,0.0619,126.168,4,373627
310,6PKCsRNoaH5FZuIHC6d2hj,6,0,0.876,0.891,0.00295,0.625,0.0,0.026,-8.023,0.222,134.077,4,239676
311,4t0UsYzmmmZRMTWn77jiGF,5,1,0.567,0.811,0.014,0.833,2.06e-05,0.0769,-4.259,0.153,120.258,4,252107
312,4tS8xQfyPGc7f4lJ1JP6BX,2,1,0.131,0.516,0.627,0.32,0.0,0.144,-10.487,0.0303,107.894,4,243493
313,0t414ewhjcIiuPVF3QECz2,11,0,0.447,0.653,0.0374,0.976,0.00173,0.561,-5.173,0.0797,105.575,4,271640
314,1DkGOPjC2OXN7xcT31fjXN,7,1,0.596,0.841,0.0453,0.552,0.00152,0.0533,-10.345,0.0498,99.018,4,278467
315,7z8NZEvwZU6PzYAzkw3DWE,1,1,0.177,0.487,0.379,0.361,2.88e-05,0.12,-9.97,0.0236,79.857,4,284960
316,3Ib3SJV8ZXuLvDiDb2w1As,0,1,0.53,0.616,0.00481,0.714,0.0,0.133,-7.02,0.0385,117.422,4,266067
317,44qy6ywloZIkMPOMOZzm05,8,1,0.157,0.321,0.623,0.289,0.0,0.359,-12.714,0.0306,167.048,4,230507
318,2JaHnS7CcIPoc7Il4BkqdR,11,0,0.708,0.838,0.0509,0.452,0.0,0.0666,-15.219,0.0547,99.075,4,245030
319,4yUgj0i6ttqorcmQYmkQIF,9,0,0.876,0.756,0.21,0.656,0.218,0.0889,-14.853,0.0338,124.364,4,332227
320,30qVCFYKBtAENjTIBA8FPZ,7,1,0.437,0.631,0.205,0.749,5.21e-06,0.0667,-8.15,0.0576,89.646,4,247627
321,66S14BkJDxgkYxLl5DCqOz,4,1,0.807,0.851,0.151,0.551,0.0,0.0827,-5.177,0.0396,131.922,4,219467
322,4ePP9So5xRzspjLFVVbj90,7,1,0.836,0.543,0.00162,0.912,2.1e-06,0.0565,-10.71,0.0601,103.731,4,256733
323,2BYdSTQjd7e836KDacYjQt,9,0,0.71,0.613,0.0192,0.728,0.0116,0.093,-5.566,0.0622,94.015,4,226773
324,31er9IGsfFbwqy1pH4aiTP,0,1,0.24,0.541,0.576,0.401,0.0,0.164,-10.499,0.0365,152.943,3,289160
325,6LSTAQ6r7OxsOOlIIYY47Q,8,1,0.854,0.893,0.12,0.593,0.00888,0.0465,-5.178,0.0983,109.979,4,246960
326,0yxzZZ2H1ay1etrjCoSj2r,10,1,0.268,0.461,0.777,0.393,1.16e-06,0.139,-10.635,0.032,134.472,4,242867
327,6pVU9bk1Tvbqlq719vJooz,9,1,0.463,0.655,0.494,0.545,0.0,0.0417,-8.163,0.0342,133.358,4,268733
328,0wokCRaKD0zPNhMRXAgVsr,1,0,0.401,0.472,0.0131,0.652,1.12e-05,0.14,-10.171,0.0305,140.124,4,340200
329,5oPRLER8bCQN3RFFVvLbTC,11,0,0.81,0.873,0.113,0.721,0.0,0.27,-9.774,0.0448,106.725,4,241467
330,3VTBfa6YBDgBxsZ5o2Pyas,2,1,0.356,0.395,0.612,0.535,0.0,0.298,-9.105,0.0689,103.783,4,321973
331,6dBQ5asGzaKH9313wBxvIz,9,1,0.698,0.807,0.0437,0.917,0.000466,0.871,-6.841,0.43,98.188,4,217013
332,2SfBzxh1MQSYKQeuhCzHub,8,1,0.675,0.779,0.201,0.656,1.56e-06,0.262,-7.788,0.0433,102.234,4,249453
333,5iqzoNhir2n2FjDbXTps9d,5,0,0.374,0.666,0.0182,0.853,0.0027,0.126,-8.267,0.0543,119.538,4,285413
334,5jnf5Lv2TJX9uYHsFKfrEh,2,1,0.593,0.473,0.173,0.562,3.56e-05,0.156,-9.986,0.0472,143.766,4,275560
335,0yfNXxlyXdmP0ue1iJijx1,8,1,0.708,0.542,0.0423,0.793,3.95e-06,0.0814,-8.203,0.053,173.931,4,256520
336,4M21CAQGZgBlSwen5VPHa8,2,1,0.665,0.601,0.208,0.899,3.32e-06,0.141,-4.084,0.0485,92.051,4,265400
337,7kFAwFdZcvvqOggZ2dY5jg,1,1,0.343,0.543,0.256,0.266,0.00093,0.0993,-18.813,0.0443,79.992,4,250693
338,1iYPAEdiCZH7j0H4ioDojx,6,0,0.543,0.795,8.45e-05,0.601,0.745,0.0941,-14.124,0.23,133.79,4,183907
339,3fwUpUntnrvggfHhvyQq6D,6,0,0.721,0.869,0.0482,0.826,2.42e-06,0.326,-6.996,0.101,99.143,4,264840
340,70iDnqYvxCPl3mPd3ddxgD,2,1,0.859,0.78,0.0142,0.711,3.75e-05,0.0366,-7.429,0.0476,96.067,4,301560
341,36O7qmyKLHpUY6WdWh8M5g,6,0,0.435,0.413,0.511,0.626,0.000338,0.0845,-6.504,0.0735,82.971,4,220387
342,6vHJpgX1QTYa9SVXankGVR,7,1,0.497,0.725,0.00569,0.384,0.00022,0.158,-12.64,0.0317,121.9,4,250600
343,63flJygRbWG473VvWiODYC,2,1,0.531,0.578,0.00783,0.744,0.000333,0.0464,-9.207,0.054,180.323,4,302093
344,7f0jXNMu2xjQUtmKMuWhGA,11,0,0.491,0.566,0.156,0.57,0.0,0.118,-9.875,0.0285,134.537,4,295493
345,4PifbP29I4IF0I437LTMW3,11,1,0.857,0.795,0.00571,0.497,6.75e-05,0.118,-13.661,0.0659,93.744,4,213040
346,04MjaNej8XUHI8jbz2THez,9,1,0.563,0.747,0.0917,0.749,0.0,0.0444,-6.255,0.0563,100.722,4,310467
347,3l9OCOG3Vt6c2lxeMyGSIY,11,1,0.102,0.355,0.909,0.126,0.000337,0.131,-13.801,0.0301,109.769,4,295358
348,51RvCRzeTqoQgdOBgcpHtT,1,0,0.693,0.694,0.054,0.365,3.43e-05,0.401,-12.294,0.0635,80.904,4,204133
349,74kHlIr01X459gqsSdNilW,10,0,0.675,0.84,0.12,0.717,1.29e-05,0.298,-4.368,0.105,96.224,4,258640
350,78ApVOpB9Sq8BZWxxURWp2,5,1,0.156,0.43,0.137,0.53,0.0,0.193,-6.466,0.0256,82.45,3,395520
351,3XG801WWhqC753dekEBkMt,0,1,0.826,0.769,0.119,0.781,0.000371,0.0506,-5.472,0.0797,95.02,4,269973
352,5rIr1MOh4cWwpdln1QqTPS,11,0,0.599,0.771,0.0256,0.745,0.000374,0.107,-10.217,0.0904,106.709,4,235200
353,6XIQe8CyDYFHN0iCjfRIuj,9,1,0.498,0.451,0.000197,0.828,0.0128,0.345,-3.904,0.0328,105.882,3,308267
354,5x9RZg7HfXGY3JayXL3seF,8,1,0.433,0.511,0.13,0.517,0.0,0.074,-9.653,0.0328,75.67,4,241893
355,63PIgPkDf3rswlU4ZWCYAM,10,0,0.626,0.744,0.0267,0.851,0.00738,0.0989,-10.108,0.049,105.882,4,293600
356,7J61aFBXNNtgWKZ3WV7rLf,1,1,0.945,0.905,0.166,0.828,0.0,0.328,-6.472,0.305,104.013,4,200032
357,5xka4Z5fOoXt0v9Qxpzh6t,2,1,0.851,0.873,0.0367,0.563,0.00141,0.0945,-8.172,0.0623,101.315,4,250667
358,4dTMU4O2DdyIlRlss7v9UP,8,0,0.77,0.902,0.0233,0.705,0.193,0.118,-7.253,0.22,102.221,4,206893
359,6KU8g98m1tcrUXRNjPQeOI,7,0,0.39,0.659,0.00601,0.818,0.299,0.336,-7.09,0.0265,119.943,4,333467
360,1jXrKzaC31hU2Z4Eaec2ek,10,1,0.165,0.594,0.064,0.61,0.00153,0.214,-11.376,0.0269,92.487,4,324733
361,6WTwlLmhaq935X1jCq19wT,5,0,0.917,0.712,0.199,0.597,0.0,0.043,-9.411,0.0361,178.36,4,285373
362,0qeKzbUsW0V4ZWRJrHNiD3,7,1,0.533,0.781,0.236,0.722,0.000398,0.077,-8.376,0.0667,87.858,4,229375
363,4VOQLjmETAE5NLcFMwvUXC,5,0,0.744,0.783,0.0103,0.773,0.000162,0.0349,-7.541,0.0493,117.471,4,202000
364,3u5e3ovyvQLoauwUzWezvX,3,1,0.743,0.662,0.0103,0.891,3.64e-06,0.634,-7.245,0.0349,107.75,4,239267
365,543d68hZ4dzVePFfdVc0Ki,0,1,0.134,0.485,0.295,0.477,3.35e-05,0.202,-8.948,0.0262,151.704,4,275040
366,1PYjOMp27slDQczgZRTwmt,5,1,0.0987,0.375,0.261,0.493,0.0985,0.158,-7.479,0.028,81.549,4,297867
367,1GrikfH0jDejDvrxo84n4P,7,1,0.495,0.873,0.078,0.593,0.00697,0.104,-8.942,0.103,123.091,4,301200
368,6l2haiCg21JT5KS1j0gUoH,10,0,0.751,0.698,0.115,0.969,0.0,0.313,-3.667,0.249,100.177,4,228653
369,61EQfJXizp4MIpLYWyLoQI,9,1,0.361,0.666,0.114,0.521,0.0,0.0604,-10.993,0.0292,105.223,4,222187
370,1SssFw74DdHVjRa6ADggdD,0,1,0.94,0.787,0.0124,0.728,0.0,0.157,-7.705,0.218,173.026,4,227067
371,2MuJbBWAVewREJmB8WdGJ3,5,0,0.81,0.78,0.135,0.754,0.034,0.0467,-5.377,0.0952,82.394,4,260307
372,6jwlBPt6FlhIlHAdEN1JME,7,1,0.681,0.658,0.223,0.839,0.86,0.0965,-11.827,0.0343,125.866,4,251133
373,4lrJYVx7UWomO5kL5AwvLJ,9,1,0.546,0.5,0.25,0.658,2.78e-06,0.0847,-6.942,0.0338,80.871,4,226560
374,2mu2oL9gdgHGtlg9poer2u,1,0,0.612,0.887,0.0539,0.422,0.0455,0.114,-14.505,0.228,98.332,4,261067
375,2ahnofp2LbBWDXcJbMaSTu,7,0,0.737,0.683,0.0222,0.772,0.0149,0.203,-7.907,0.0311,123.871,4,270373
376,4ye6YRG07XMpZZ9Y9tNTt6,11,1,0.282,0.367,0.335,0.353,0.0,0.1,-11.786,0.0288,74.103,4,247973
377,0BdAjgQqEb12CyH19xBU2N,1,1,0.939,0.836,0.19,0.58,0.000271,0.0379,-8.778,0.0692,93.015,4,312040
378,3uGjLZ5abCyCfYXBVfpf8X,10,0,0.547,0.803,0.00432,0.582,4.26e-05,0.252,-11.286,0.19,97.305,4,243333
