,song_uri,key,mode,valence,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,duration_ms
90,2ThA2HEEfcn47HPh210woX,11,1,0.92,0.882,0.0675,0.94,0.0262,0.115,-4.235,0.0797,119.237,4,364560
91,6bePbQJkwe3MFJF2rpNNMl,4,1,0.934,0.667,0.00257,0.721,2.27e-05,0.0942,-9.851,0.0292,146.005,4,193467
92,46TMaizWBKWYbWsuOsVehZ,5,1,0.352,0.295,0.297,0.46,0.00353,0.132,-7.617,0.0261,80.023,4,209120
93,3mj46XKJ2aEm1z7ZvbwyLi,11,1,0.333,0.52,0.271,0.451,0.000285,0.196,-6.418,0.0269,130.189,4,281213
94,0Gql9hTkMSka2wbWxworri,8,1,0.689,0.526,0.0672,0.891,0.0,0.0472,-4.508,0.0732,129.001,4,189667
95,3DdqJR9hrVAaXQRwJkkJP6,3,1,0.521,0.329,0.0178,0.383,2.41e-05,0.0446,-13.55,0.0341,202.001,3,245067
96,7KMa16GMB7qrvaYHVOZWg8,0,1,0.856,0.703,0.179,0.92,0.000201,0.214,-4.959,0.0358,123.346,4,234560
97,5lYhTZJUsQM3IxFFBiQM9g,1,1,0.452,0.463,0.459,0.55,0.0004,0.0667,-9.513,0.0394,143.46,4,242813
98,6hX3XzMMygHXUzUPqbv9GT,7,1,0.339,0.426,0.0378,0.467,0.0,0.0424,-14.54,0.157,183.598,4,265840
99,1MMojvYXRUFhk6nSSWxnjT,2,0,0.642,0.406,0.0268,0.904,0.00393,0.707,-8.301,0.0609,130.724,4,571440
100,0vLwL4xuJ3s7SeaCdvMqkY,2,1,0.777,0.551,0.0336,0.628,0.000194,0.151,-13.799,0.036,142.167,4,212893
101,4gMgiXfqyzZLMhsksGmbQV,0,1,0.721,0.693,0.0782,0.394,0.000694,0.247,-15.882,0.0428,104.114,4,238747
102,56BSwBKWHYldQOgYLHiehs,2,1,0.603,0.697,0.0178,0.611,8.92e-05,0.11,-5.997,0.0265,103.77,4,271667
103,36eWbpGbM3DxpErvZImHgD,1,1,0.842,0.8,0.0586,0.699,0.000161,0.138,-7.181,0.0391,114.526,4,203067
104,2gFnSurc2aUja58m4Jq41f,7,1,0.493,0.686,0.637,0.442,0.00183,0.0975,-12.025,0.0258,90.009,4,254773
105,4hNKm844QktyaKubGM8Ggk,7,1,0.69,0.612,0.269,0.658,9.13e-06,0.173,-10.234,0.0433,76.954,4,163307
106,1p2qCWx9dM74mPIv8Vnm2f,8,1,0.878,0.817,0.457,0.767,0.0723,0.0606,-7.194,0.0468,128.93,4,231880
107,2jBHUDhBLIDKHZZhwl1ymh,0,1,0.22,0.93,0.0031,0.518,0.325,0.0987,-11.064,0.0575,122.128,4,236360
108,7LbOQt7isddrw3Bs3Czl7E,5,1,0.582,0.745,0.0958,0.655,1.99e-06,0.0895,-7.589,0.166,141.429,4,177267
109,5iUzEn2QzBW0KEWNQO1KQC,0,1,0.0767,0.258,0.94,0.0971,0.0,0.122,-13.002,0.0302,65.346,3,215027
110,5IMtdHjJ1OtkxbGe4zfUxQ,0,1,0.949,0.836,0.467,0.509,4.1e-06,0.0436,-13.668,0.0548,138.714,4,276493
111,3CKLPDN1AIOYa7QPpy6oDH,2,1,0.732,0.488,0.0421,0.595,0.000465,0.143,-9.074,0.0533,128.013,4,235467
112,12bmwuAgbMVSmLPGJt10Ki,6,0,0.647,0.504,0.145,0.537,0.0,0.143,-8.108,0.0385,168.348,4,268613
113,1wouF9mtyiwZDYiq5YElaq,9,0,0.914,0.837,0.415,0.703,2.73e-05,0.153,-9.385,0.0415,121.556,4,245480
114,6MhK1gPrgtgRedEjSUz18I,7,1,0.501,0.59,0.37,0.589,1.22e-06,0.162,-9.859,0.03,114.471,4,231133
115,4UFA0DDqbcSTkMUyc1OFjd,10,1,0.774,0.611,0.378,0.439,5.52e-06,0.0644,-14.879,0.0275,143.428,4,312760
116,62leJoS03BiNzdoQmb9ByN,0,0,0.806,0.669,0.347,0.707,0.000716,0.0997,-13.66,0.0478,124.335,4,275507
117,3pbtBomO4Zt5gGiqsYeiBH,5,0,0.884,0.873,0.179,0.855,0.0285,0.0377,-8.559,0.0615,107.868,4,245600
118,6dw6BquK0Mv72p6HpusqKN,6,1,0.437,0.482,0.00888,0.615,1.78e-06,0.0431,-11.093,0.0398,96.307,4,230533
119,3m9viZzUHLDXp6XizY2NZq,2,1,0.0941,0.273,0.621,0.325,0.0,0.089,-7.808,0.0326,171.645,4,266173
120,7wlPnBfcywEctiVWwCdxvn,10,1,0.356,0.348,0.866,0.313,0.000257,0.13,-11.379,0.0324,82.004,3,220600
121,4VO88hvgij1NzgmGpV1MPV,9,1,0.617,0.551,0.0291,0.432,0.0,0.0563,-11.717,0.0379,74.513,4,279400
122,60K5cjp5Kv2MRJw1IisoMh,1,1,0.21,0.238,0.882,0.176,0.00141,0.104,-12.349,0.0305,59.091,4,224320
123,6Qyd8TE9edKso0Sb2yl0qp,5,1,0.407,0.464,0.451,0.472,0.0,0.221,-6.54,0.0271,165.857,3,183653
124,6uxGAruWvj6O2hVBBTNITa,9,0,0.883,0.734,0.373,0.735,0.0,0.227,-10.13,0.0524,103.862,4,177427
125,5MAhexl9CJvbyR1Q1ujT57,2,1,0.864,0.79,0.0987,0.425,3.7e-05,0.0516,-15.147,0.049,119.849,4,197486
126,0CWD6Vq8az9trL6L5IyrIj,10,1,0.882,0.498,0.238,0.723,0.0,0.353,-8.053,0.05,153.227,4,324040
127,0YO8KsprTrEUEvJevpI7Na,7,0,0.743,0.641,0.254,0.497,2.15e-06,0.158,-12.228,0.029,102.274,4,236733
128,5z3LawThM0b0jiH5RNuDml,9,1,0.871,0.783,0.355,0.669,0.0,0.0826,-9.438,0.043,122.772,4,236693
129,7tZ4W5gIoLODwmG4XFxNB9,10,0,0.931,0.756,0.113,0.761,4.4e-06,0.237,-8.933,0.0552,109.563,4,214187
130,0YgmjGr4XDahHhiVlX2Gya,9,1,0.307,0.585,0.574,0.465,0.0,0.142,-6.101,0.0248,80.32,4,221827
131,5Ii750a5kcwanAaBfrOlZM,9,1,0.161,0.319,0.638,0.398,0.000245,0.25,-11.097,0.0381,73.647,4,256920
132,6OKrPnWUC8FccKiLVpxQWQ,0,1,0.382,0.433,0.908,0.159,0.0,0.13,-15.363,0.0295,78.989,4,195200
133,5eLACghlJo5ncOG7Ym7L5j,7,1,0.703,0.65,0.164,0.382,6.16e-06,0.199,-15.26,0.0406,91.147,4,258640
134,50R7XES8sXhv9x4GkHZH6v,9,1,0.929,0.655,0.147,0.43,1.65e-05,0.0431,-15.71,0.158,112.035,4,385507
135,40aYC2QTB6FfeaFslRbjMK,7,0,0.716,0.718,0.602,0.263,1.69e-05,0.0556,-22.2,0.171,105.273,4,295160
136,6JmI8SpUHoQ4yveHLjTrko,4,0,0.903,0.868,0.0265,0.717,0.011,0.0835,-8.533,0.0613,118.951,4,457880
137,1wSPm3y4Lk6ABkVxCmwkZx,2,0,0.286,0.634,0.51,0.644,7.09e-05,0.32,-8.234,0.0838,135.24,4,282493
138,4SRAf6doXKEuMJxrHB8ILC,0,0,0.682,0.523,0.368,0.529,1.49e-06,0.0733,-10.338,0.055,205.314,4,218160
139,5N6nq8H6dE6RDPBsSMjnLg,0,1,0.891,0.858,0.11,0.936,8.61e-06,0.242,-7.319,0.0574,110.001,4,213400
140,0evKbEw4SnzBuR0GstvYrQ,9,1,0.902,0.756,0.376,0.687,0.000183,0.217,-5.704,0.0289,97.936,4,184707
141,570KJytRkVHTIocq1qomWF,9,1,0.558,0.551,0.463,0.447,3.73e-06,0.189,-12.293,0.0401,84.175,4,252800
142,2dA6KnSEgtUZO5lZa1QsIy,3,1,0.513,0.625,0.511,0.551,1.11e-05,0.273,-11.117,0.0611,146.059,4,240933
143,6yh8yf1jpPrTMA5cezYpbi,1,1,0.577,0.801,0.0123,0.388,7.16e-05,0.0924,-12.135,0.0505,112.367,4,223293
144,2pjbLGZLKcaf1nc78KfbWH,0,1,0.665,0.731,0.0044,0.671,0.00034,0.228,-8.984,0.0282,111.426,4,252133
145,71fd3yTW3z1OfIGOMuiqmI,7,0,0.796,0.673,0.0917,0.874,0.162,0.306,-8.382,0.0547,118.296,4,488293
146,2bzgKuK3pVez40qUvo8sYr,0,1,0.858,0.81,0.0778,0.511,0.000226,0.0714,-6.454,0.0409,113.153,4,265678
147,5Huuwj6mEuAtyrH5bg6mqM,7,1,0.694,0.647,0.0364,0.694,0.0,0.0776,-7.365,0.0284,121.975,4,193560
148,2RwLs2dPoY8Tt1FumMvimx,9,1,0.885,0.759,0.418,0.66,0.0,0.0381,-10.675,0.0543,102.92,4,180267
149,5rMthFHPxRDi4Uxg06iK6H,4,1,0.962,0.718,0.339,0.436,0.0,0.0504,-13.524,0.032,109.437,4,246293
150,1SWmFiFSIBoDbQJjNKC7SR,7,1,0.718,0.674,0.28,0.771,0.0318,0.133,-5.612,0.0246,109.618,4,333720
151,2qYbfFYuCavdNuLZrn0PWh,4,0,0.719,0.724,0.316,0.688,0.0,0.0881,-7.253,0.0337,127.518,4,244907
152,3ULXwvE0v0G5eEcSAe5h3h,10,1,0.773,0.682,0.0626,0.524,0.0461,0.0381,-8.564,0.0981,113.769,4,338693
153,7znZstuIvZjldNIO1E11U4,10,1,0.903,0.814,0.133,0.454,0.839,0.0863,-10.802,0.0413,99.265,4,457400
154,7dQC53NiYOY9gKg3Qsu2Bs,0,1,0.357,0.513,0.313,0.262,5.51e-06,0.456,-16.875,0.0276,108.383,4,243000
155,4lFUpqyXFvKL3jkNNnAte2,9,1,0.285,0.429,0.638,0.353,1.85e-05,0.716,-11.094,0.0328,120.217,4,357227
156,0qzEkwri1hE0rgxVqdOBAf,9,1,0.658,0.591,0.263,0.514,7.8e-06,0.0797,-10.183,0.0256,108.975,4,228000
157,08oxfiCVgBoPpP5ECbutyL,7,1,0.891,0.831,0.0962,0.596,0.000177,0.342,-6.978,0.0426,123.282,4,268707
158,0otlwsD3mSogk7VJCTp6Kg,0,1,0.729,0.651,0.365,0.653,0.000117,0.0742,-9.731,0.0545,164.912,4,164653
159,6eCWvDQXTITW534IANR5n1,9,1,0.737,0.541,0.345,0.554,0.0247,0.215,-11.914,0.0306,94.826,4,212667
160,6qnPCgHTRisbxBT19Gw7cN,10,1,0.579,0.593,0.0171,0.538,2.8e-05,0.101,-8.292,0.0256,126.509,4,149293
161,02BsTeJE4q5gWOTt58ur5U,11,0,0.49,0.707,0.69,0.346,0.145,0.1,-12.397,0.0251,85.094,4,295050
162,3csommQJ7ozkkPlmuYSFnV,0,0,0.973,0.897,8.84e-05,0.525,0.709,0.0612,-14.304,0.0592,135.813,4,438040
163,5AzpZ5ADn1AFPxcEBd2Ugf,0,1,0.961,0.758,0.211,0.805,1.53e-05,0.0982,-4.243,0.0279,116.543,4,161787
164,5CoYwKhisukni6UEDXc2Pr,4,1,0.131,0.219,0.959,0.122,0.000351,0.114,-15.905,0.0395,176.009,4,217280
165,7yBl8YmvcgwwYlazJcvowE,0,0,0.961,0.7,0.132,0.73,0.0,0.133,-8.763,0.0311,130.519,4,316067
166,2fZw0ya0oI4pXsjkB0NBHs,9,1,0.45,0.613,0.23,0.695,0.00191,0.187,-5.783,0.0253,122.47,4,212987
167,2WX2HSBKkcKVvqTukHZS22,11,1,0.843,0.42,0.000427,0.822,3.83e-05,0.166,-8.269,0.0542,165.936,4,144773
168,0fA1VA1rJ1Yd6nYC4WEoO8,0,0,0.562,0.461,0.239,0.641,0.0,0.13,-10.109,0.0276,83.756,4,263533
169,6vOMU2u38Z9Wru3CqPxcKs,10,1,0.703,0.461,0.404,0.454,0.0,0.0657,-12.352,0.0488,104.556,4,167107
170,2JPWiYKyPM9ST26TpKAeYd,0,1,0.693,0.608,0.00814,0.855,1.11e-06,0.317,-7.512,0.0358,121.197,3,191653
171,1TPjE0SvG3y7Xz3VNzDFXq,2,1,0.728,0.769,0.427,0.694,0.0,0.109,-4.411,0.0313,110.999,4,215773
172,0yFNDhDfpUudsjtpwokyx0,5,1,0.735,0.397,0.0133,0.809,0.00176,0.277,-6.557,0.0348,180.804,4,150200
173,5lN4eoE9AKy2cdw25P1tKg,7,1,0.826,0.796,0.0643,0.82,0.00269,0.208,-6.851,0.0317,120.449,4,274813
174,4qB3RW5ZifZpAHNXAn3JSf,9,1,0.963,0.563,0.175,0.947,2.02e-06,0.396,-7.245,0.0428,150.863,4,251240
175,19bw9o5MbljyyOm6tXKt8L,10,1,0.295,0.282,0.798,0.282,5.84e-06,0.0855,-10.958,0.0295,149.297,4,257509
176,7MHboIoaWgIknMRRJylLzP,0,1,0.604,0.62,0.457,0.498,0.0,0.509,-9.084,0.0366,119.215,4,227000
177,2z6xZrvwnxDzmARpDlvbyt,7,0,0.591,0.625,0.371,0.44,0.000118,0.12,-9.369,0.0276,99.879,4,196733
178,3zYpRGnnoegSpt3SguSo3W,3,0,0.921,0.827,0.182,0.595,0.0,0.0785,-13.909,0.0565,118.741,4,246000
179,39NR6IvhKs7JXOucucP19u,5,1,0.507,0.516,0.685,0.313,0.0,0.0826,-14.288,0.0333,180.231,3,251813
180,2YOwVfcUTRjNpcLny4UC4r,0,1,0.969,0.803,0.139,0.521,0.00899,0.081,-7.775,0.0276,99.46,4,221234
181,5U496ACd6O24ZGjnCHd2wQ,4,1,0.431,0.733,0.473,0.398,0.000827,0.109,-8.798,0.0299,91.836,4,216040
182,7Crfr7SSFmcxNXi64fKEaB,1,1,0.733,0.463,0.0628,0.802,1.94e-05,0.487,-2.184,0.078,156.205,4,207333
183,6e3z6ytfhTEUMRxdCYlgAV,1,0,0.625,0.572,0.576,0.335,0.000841,0.0615,-19.561,0.0404,145.552,4,307200
184,5menYBMHmWshyVEiAqMSsQ,9,1,0.814,0.571,0.113,0.57,0.00244,0.066,-14.091,0.047,168.943,4,196200
185,46TLlKsmMNRQc53ukyFCtM,5,1,0.351,0.433,0.226,0.636,0.000203,0.0813,-10.603,0.0297,76.901,4,306467
186,0q1exbzIDRxqJ6VUKH3seg,10,1,0.589,0.741,0.384,0.388,0.0235,0.0933,-16.693,0.031,126.819,4,382373
187,6g8WWi9euV5uIjzsOfHRAo,10,1,0.954,0.616,0.153,0.662,0.0,0.0663,-9.315,0.0352,175.123,4,247093
188,4mGDtUyNxu4ZDqwMAwHh1Q,5,0,0.887,0.678,0.261,0.618,0.002,0.12,-7.304,0.0325,94.851,4,352067
189,1G0nEJgm8kNxtGfjklTwA9,10,1,0.216,0.414,0.651,0.197,4.46e-06,0.139,-19.261,0.0372,127.916,4,231693
